persona,user_id,age,is_urban,is_weekend_rider,is_rain_rider,is_airport_trip,is_rush_hour,payment_type,passenger_count,monthly_rides_history,recency_days,preferred_hour,Y0,Y1,ite_realized,cate_true,treatment_rand,Y_rand,treatment_obs,propensity_true,Y_obs,avg_fare_per_trip,gross_revenue_30d,discount_cost_30d,net_contribution,y_obs,fare_rand
Urban Regulars,10325,28,1,1,0,0,0,2,1,6,4,23,14,11,-3,0.9479,0,14,1,0.91704,11,8.73,122.22,0.0,85.55,14,122.22
Urban Regulars,10326,26,1,0,0,0,1,2,1,2,3,7,0,8,8,0.2167,0,0,0,0.561484,0,14.74,0.0,0.0,0.0,0,0.0
Urban Regulars,10327,33,1,0,0,0,0,2,1,2,1,22,21,22,1,1.3559,1,22,0,0.814617,21,13.36,293.92,44.09,161.65,22,293.92
Urban Regulars,10328,31,1,1,0,0,1,2,1,0,2,17,3,13,10,0.2932,0,3,0,0.249817,3,40.2,120.6,0.0,84.42,3,120.6
Urban Regulars,10329,24,1,0,0,0,1,2,1,2,5,9,0,5,5,0.205,1,5,0,0.550679,0,9.79,48.95,7.34,26.92,5,48.95
Suburban Card,10330,37,0,0,0,0,0,1,1,3,12,22,6,8,2,1.2459,1,8,0,0.349248,6,27.93,223.44,24.0,132.41,8,223.44
Rain Riders,10331,28,1,0,1,0,0,2,1,3,7,10,5,3,-2,1.0656,1,3,1,0.593912,3,20.25,60.75,9.0,33.52,3,60.75
Suburban Card,10332,36,0,0,0,0,0,1,1,5,11,15,11,4,-7,0.909,1,4,0,0.484308,11,16.83,67.32,10.1,37.02,4,67.32
Airport Business,10333,34,1,0,0,1,1,2,1,3,7,8,10,7,-3,0.2023,0,10,0,0.427358,10,48.14,481.4,0.0,336.98,10,481.4
Urban Regulars,10334,24,1,0,0,0,1,2,1,2,3,9,11,7,-4,0.1762,0,11,1,0.59181,7,13.12,144.32,0.0,101.02,11,144.32
Rain Riders,10335,24,1,0,1,0,0,2,1,4,6,22,10,3,-7,1.3833,1,3,1,0.719145,3,12.64,37.92,5.69,20.85,3,37.92
Suburban Card,10336,35,0,0,0,0,0,1,2,0,13,10,0,0,0,1.5143,0,0,1,0.119672,0,8.31,0.0,0.0,0.0,0,0.0
Suburban Cash,10337,28,0,1,0,0,1,2,1,3,7,19,9,3,-6,0.9154,1,3,0,0.24176,9,14.08,42.24,6.34,23.23,3,42.24
Suburban Cash,10338,24,0,0,0,0,1,2,1,4,11,18,2,19,17,0.4298,0,2,0,0.268336,2,16.68,33.36,0.0,23.35,2,33.36
Urban Regulars,10339,23,1,0,0,0,0,2,2,5,5,3,14,7,-7,0.5607,0,14,0,0.922175,14,12.55,175.7,0.0,122.99,14,175.7
Suburban Card,10340,54,0,1,0,0,1,1,1,0,3,7,7,9,2,1.8525,1,9,0,0.021126,7,56.8,511.2,27.0,330.84,9,511.2
Suburban Cash,10341,33,0,0,0,0,0,2,1,3,18,13,0,9,9,0.9662,0,0,0,0.293608,0,15.72,0.0,0.0,0.0,0,0.0
Suburban Card,10342,37,0,0,0,0,0,1,2,0,12,16,0,3,3,1.6022,1,3,0,0.115496,0,9.4,28.2,4.23,15.51,3,28.2
Urban Regulars,10343,26,1,0,0,0,0,2,1,12,4,20,5,10,5,0.5752,1,10,1,0.959231,10,16.59,165.9,24.88,91.25,10,165.9
Suburban Cash,10344,42,0,1,0,0,0,2,1,10,9,10,10,12,2,0.4128,1,12,1,0.586728,12,21.01,252.12,36.0,140.48,12,252.12
Rain Riders,10345,20,1,0,1,0,0,2,2,18,3,11,9,34,25,0.5631,1,34,1,0.942782,34,14.34,487.56,73.13,268.16,34,487.56
Suburban Card,10346,47,0,0,1,0,0,1,1,3,11,6,10,4,-6,0.931,1,4,1,0.086301,4,16.77,67.08,10.06,36.9,4,67.08
Urban Regulars,10347,27,1,0,0,0,0,2,2,8,6,16,17,11,-6,0.453,0,17,1,0.927783,11,18.04,306.68,0.0,214.68,17,306.68
Urban Regulars,10348,24,1,0,0,0,0,2,1,4,4,16,7,8,1,0.4805,1,8,1,0.909559,8,4.32,34.56,5.18,19.01,8,34.56
Rain Riders,10349,35,1,1,1,0,0,2,1,1,3,21,0,4,4,1.0643,1,4,0,0.395221,0,15.85,63.4,9.51,34.87,4,63.4
Suburban Card,10350,37,0,0,1,0,0,1,3,1,9,6,6,12,6,1.6788,1,12,0,0.093045,6,16.45,197.4,29.61,108.57,12,197.4
Urban Regulars,10351,27,1,0,0,0,1,2,1,4,2,9,29,14,-15,0.1479,0,29,1,0.68781,14,22.0,638.0,0.0,446.6,29,638.0
Urban Regulars,10352,22,1,0,0,0,0,2,1,1,6,16,8,1,-7,1.0138,0,8,1,0.790883,1,14.45,115.6,0.0,80.92,8,115.6
Urban Regulars,10353,27,1,0,0,0,1,2,2,2,2,9,2,13,11,0.1632,1,13,1,0.566865,13,18.05,234.65,35.2,129.06,13,234.65
Suburban Cash,10354,34,0,1,0,0,0,2,1,7,12,1,9,11,2,1.0087,0,9,0,0.567283,9,53.9,485.1,0.0,339.57,9,485.1
Urban Regulars,10355,28,1,0,0,0,0,2,1,4,3,20,7,6,-1,1.0559,0,7,1,0.895083,6,17.91,125.37,0.0,87.76,7,125.37
Suburban Cash,10356,28,0,0,0,0,1,2,1,1,12,18,0,0,0,0.6388,0,0,0,0.093649,0,41.33,0.0,0.0,0.0,0,0.0
Rain Riders,10357,24,1,0,1,0,1,2,1,6,5,9,11,22,11,0.1237,0,11,1,0.466875,22,20.02,220.22,0.0,154.15,11,220.22
Suburban Cash,10358,26,0,0,0,0,1,2,1,7,14,9,9,2,-7,0.3796,1,2,0,0.28901,9,65.68,131.36,6.0,85.95,2,131.36
Suburban Card,10359,28,0,1,0,0,0,1,1,8,11,20,5,16,11,0.8679,1,16,1,0.700081,16,8.36,133.76,20.06,73.57,16,133.76
Suburban Cash,10360,38,0,0,0,0,0,2,2,3,11,11,6,7,1,0.6477,1,7,0,0.354239,6,42.26,295.82,21.0,186.07,7,295.82
Suburban Cash,10361,51,0,0,0,0,0,2,1,2,16,20,1,6,5,0.9215,0,1,0,0.107015,1,11.57,11.57,0.0,8.1,1,11.57
Urban Regulars,10362,26,1,0,0,0,0,2,1,2,3,14,3,8,5,1.4281,0,3,1,0.851598,8,18.49,55.47,0.0,38.83,3,55.47
Rain Riders,10363,29,1,0,1,0,1,2,1,1,4,8,5,0,-5,0.3452,0,5,0,0.162923,5,26.37,131.85,0.0,92.29,5,131.85
Suburban Cash,10364,25,0,1,0,0,0,2,1,4,12,10,12,19,7,1.0426,1,19,1,0.586804,19,40.56,770.64,57.0,482.45,19,770.64
Urban Regulars,10365,23,1,0,0,0,0,2,1,8,5,10,17,22,5,1.0741,0,17,1,0.947134,22,12.97,220.49,0.0,154.34,17,220.49
Urban Regulars,10366,32,1,0,0,0,0,2,4,8,6,5,4,28,24,0.4346,1,28,1,0.903998,28,38.38,1074.64,84.0,668.25,28,1074.64
Suburban Cash,10367,21,0,0,0,0,0,2,2,0,14,11,1,7,6,1.31,1,7,0,0.229755,1,16.33,114.31,17.15,62.87,7,114.31
Urban Regulars,10368,29,1,1,0,0,0,2,1,0,7,16,0,11,11,1.1433,1,11,1,0.526123,11,8.11,89.21,13.38,49.07,11,89.21
Urban Regulars,10369,30,1,0,0,0,0,1,2,7,4,20,15,9,-6,0.9083,1,9,1,0.917939,9,18.28,164.52,24.68,90.48,9,164.52
Suburban Cash,10370,42,0,0,0,0,0,2,1,0,7,23,0,0,0,0.9146,0,0,0,0.127154,0,15.74,0.0,0.0,0.0,0,0.0
Urban Regulars,10371,29,1,0,0,0,1,2,1,6,2,8,14,6,-8,0.2094,0,14,1,0.732765,6,9.13,127.82,0.0,89.47,14,127.82
Urban Regulars,10372,22,1,0,0,0,1,2,1,1,7,18,1,16,15,0.2935,1,16,1,0.436898,16,13.6,217.6,32.64,119.68,16,217.6
Urban Regulars,10373,34,1,0,0,0,1,2,1,6,2,17,12,20,8,0.0971,0,12,1,0.667751,20,29.83,357.96,0.0,250.57,12,357.96
Urban Regulars,10374,25,1,1,0,0,1,2,1,9,4,17,16,21,5,0.2504,1,21,0,0.810437,16,28.17,591.57,63.0,351.1,21,591.57
Suburban Cash,10375,43,0,1,0,0,0,2,2,3,9,23,15,5,-10,0.9683,0,15,1,0.322329,5,22.7,340.5,0.0,238.35,15,340.5
Suburban Card,10376,41,0,1,0,0,1,1,1,5,10,8,19,15,-4,0.9526,0,19,1,0.143142,15,72.94,1385.86,0.0,970.1,19,1385.86
Rain Riders,10377,29,1,0,1,0,0,2,1,4,2,5,12,7,-5,0.6184,0,12,1,0.724249,7,10.91,130.92,0.0,91.64,12,130.92
Urban Regulars,10378,32,1,0,0,0,0,2,1,4,5,6,10,10,0,0.6728,1,10,1,0.849051,10,18.11,181.1,27.16,99.61,10,181.1
Airport Business,10379,35,1,0,0,1,1,2,1,0,1,19,8,7,-1,0.2747,1,7,1,0.220269,7,63.74,446.18,21.0,291.33,7,446.18
Airport Business,10380,29,1,0,0,1,1,2,3,0,3,9,0,12,12,0.3124,1,12,0,0.257436,0,71.68,860.16,36.0,566.11,12,860.16
Suburban Cash,10381,40,0,0,0,0,0,2,1,4,9,16,6,4,-2,0.6271,0,6,1,0.418441,4,32.03,192.18,0.0,134.53,6,192.18
Suburban Cash,10382,27,0,0,0,0,0,2,1,0,13,20,0,0,0,1.2069,0,0,0,0.182653,0,15.61,0.0,0.0,0.0,0,0.0
Urban Regulars,10383,31,1,0,0,0,0,2,3,4,6,16,0,20,20,0.9943,1,20,1,0.846225,20,9.71,194.2,29.13,106.81,20,194.2
Suburban Cash,10384,27,0,0,0,0,0,2,1,5,9,20,6,3,-3,0.5,0,6,1,0.660259,3,85.14,510.84,0.0,357.59,6,510.84
Suburban Cash,10385,34,0,0,0,0,0,2,3,8,10,10,7,7,0,0.5954,0,7,1,0.636199,7,52.06,364.42,0.0,255.09,7,364.42
Urban Regulars,10386,24,1,1,0,0,1,2,1,8,4,7,12,18,6,0.2194,0,12,1,0.803381,18,31.37,376.44,0.0,263.51,12,376.44
Suburban Cash,10387,30,0,0,0,0,0,2,1,1,6,14,4,6,2,0.7116,1,6,1,0.403712,6,11.2,67.2,10.08,36.96,6,67.2
Suburban Cash,10388,48,0,0,0,0,1,2,3,7,12,17,6,7,1,0.3414,0,6,1,0.109185,7,60.73,364.38,0.0,255.07,6,364.38
Rain Riders,10389,27,1,0,1,0,1,2,1,0,3,8,0,2,2,0.3124,0,0,1,0.105734,2,41.21,0.0,0.0,0.0,0,0.0
Urban Regulars,10390,28,1,0,0,0,1,2,1,5,2,18,23,13,-10,0.107,1,13,1,0.713749,13,22.46,291.98,39.0,165.39,13,291.98
Suburban Card,10391,39,0,0,0,0,0,1,1,3,17,16,7,2,-5,1.1134,1,2,0,0.237451,7,8.88,17.76,2.66,9.77,2,17.76
Suburban Card,10392,34,0,0,0,0,0,1,3,0,10,21,0,0,0,1.538,1,0,0,0.156917,0,17.5,0.0,0.0,0.0,0,0.0
Urban Regulars,10393,31,1,0,0,0,1,2,2,6,8,9,12,11,-1,0.3687,1,11,1,0.59395,11,36.88,405.68,33.0,250.98,11,405.68
Urban Regulars,10394,31,1,1,0,0,0,2,1,6,5,21,11,16,5,1.0531,0,11,1,0.89401,16,13.58,149.38,0.0,104.57,11,149.38
Suburban Cash,10395,29,0,0,0,0,0,2,2,5,19,15,0,6,6,0.7794,0,0,0,0.425556,0,14.66,0.0,0.0,0.0,0,0.0
Urban Regulars,10396,23,1,0,0,0,1,2,1,7,2,9,20,5,-15,0.0893,1,5,1,0.820191,5,40.5,202.5,15.0,126.75,5,202.5
Urban Regulars,10397,28,1,0,0,0,0,2,3,6,4,23,18,2,-16,0.8206,1,2,1,0.91704,2,22.68,45.36,6.0,25.75,2,45.36
Urban Regulars,10398,25,1,0,0,0,1,2,1,4,2,7,23,15,-8,0.128,0,23,1,0.713852,15,37.23,856.29,0.0,599.4,23,856.29
Suburban Card,10399,40,0,0,0,0,0,1,1,0,11,21,0,0,0,1.6455,1,0,1,0.105442,0,24.77,0.0,0.0,0.0,0,0.0
Suburban Cash,10400,30,0,1,0,0,0,2,2,2,9,14,0,14,14,0.9395,1,14,0,0.44308,0,22.92,320.88,42.0,182.62,14,320.88
Suburban Cash,10401,46,0,1,0,0,0,2,1,0,9,23,6,0,-6,1.6871,1,0,0,0.087629,6,21.15,0.0,0.0,0.0,0,0.0
Rain Riders,10402,36,1,0,1,0,0,2,1,6,3,13,16,12,-4,0.7628,0,16,1,0.687777,12,15.62,249.92,0.0,174.94,16,249.92
Urban Regulars,10403,34,1,1,0,0,0,2,1,6,6,16,15,8,-7,0.326,0,15,1,0.865525,8,25.3,379.5,0.0,265.65,15,379.5
Urban Regulars,10404,30,1,0,0,0,1,2,1,0,6,19,0,5,5,1.1466,0,0,0,0.20205,0,23.37,0.0,0.0,0.0,0,0.0
Urban Regulars,10405,24,1,0,0,0,0,1,1,7,2,20,10,31,21,1.0985,0,10,1,0.950523,31,17.59,175.9,0.0,123.13,10,175.9
Urban Regulars,10406,26,1,1,0,0,0,2,1,5,2,0,14,9,-5,0.1267,0,14,1,0.926758,9,34.85,487.9,0.0,341.53,14,487.9
Suburban Cash,10407,38,0,1,0,0,1,2,1,0,8,8,4,2,-2,1.2643,0,4,0,0.036904,4,10.91,43.64,0.0,30.55,4,43.64
Suburban Cash,10408,32,0,0,0,0,0,2,2,0,15,11,1,2,1,1.2181,1,2,0,0.12162,1,35.18,70.36,6.0,43.25,2,70.36
Suburban Card,10409,32,0,0,0,0,0,1,2,3,12,13,6,6,0,1.1306,0,6,0,0.422705,6,21.02,126.12,0.0,88.28,6,126.12
Urban Regulars,10410,35,1,0,0,0,0,2,2,10,3,15,15,19,4,0.7191,1,19,1,0.925028,19,36.08,685.52,57.0,422.86,19,685.52
Urban Regulars,10411,22,1,1,0,0,0,2,2,14,3,15,31,4,-27,0.708,1,4,1,0.974336,4,8.92,35.68,5.35,19.63,4,35.68
Urban Regulars,10412,30,1,0,0,0,1,2,2,0,3,17,5,3,-2,0.3124,1,3,0,0.245738,5,11.52,34.56,5.18,19.01,3,34.56
Urban Regulars,10413,30,1,0,0,0,0,2,2,0,6,6,18,4,-14,1.2764,1,4,1,0.531576,4,8.03,32.12,4.82,17.66,4,32.12
Urban Regulars,10414,28,1,0,0,0,1,2,3,3,3,8,24,11,-13,0.1486,0,24,1,0.602582,11,11.04,264.96,0.0,185.47,24,264.96
Urban Regulars,10415,23,1,0,0,0,0,2,1,6,7,13,20,15,-5,1.0817,1,15,0,0.921391,20,20.19,302.85,45.0,167.0,15,302.85
Suburban Cash,10416,31,0,1,0,0,1,2,1,2,8,18,3,6,3,0.6796,1,6,0,0.153581,3,167.37,1004.22,18.0,684.95,6,1004.22
Urban Regulars,10417,28,1,0,0,0,1,2,1,8,6,9,14,7,-7,0.1268,1,7,1,0.729284,7,18.16,127.12,19.07,69.91,7,127.12
Urban Regulars,10418,23,1,1,0,0,0,2,1,6,0,14,14,8,-6,0.911,1,8,1,0.954762,8,14.52,116.16,17.42,63.89,8,116.16
Urban Regulars,10419,33,1,0,0,0,0,2,1,2,7,14,0,8,8,1.2802,0,0,1,0.72635,8,24.11,0.0,0.0,0.0,0,0.0
Suburban Card,10420,33,0,1,0,0,0,1,2,3,16,10,0,0,0,1.4223,1,0,1,0.329624,0,57.3,0.0,0.0,0.0,0,0.0
Rain Riders,10421,27,1,0,1,0,1,2,1,0,7,7,0,9,9,0.6666,1,9,0,0.077906,0,17.35,156.15,23.42,85.88,9,156.15
Rain Riders,10422,31,1,0,1,0,1,2,2,7,7,18,5,13,8,0.2942,0,5,1,0.354454,13,17.05,85.25,0.0,59.68,5,85.25
Urban Regulars,10423,37,1,0,0,0,0,2,1,4,4,1,14,13,-1,0.4562,0,14,1,0.817654,13,12.76,178.64,0.0,125.05,14,178.64
Urban Regulars,10424,26,1,0,0,0,0,2,2,0,5,2,4,8,4,1.142,1,8,1,0.612782,8,30.72,245.76,24.0,148.03,8,245.76
Suburban Cash,10425,26,0,0,0,0,1,2,1,1,12,17,6,6,0,0.421,1,6,0,0.104743,6,12.15,72.9,10.94,40.09,6,72.9
Urban Regulars,10426,38,1,0,0,0,0,2,1,16,6,11,19,18,-1,0.5605,0,19,1,0.925401,18,10.45,198.55,0.0,138.98,19,198.55
Urban Regulars,10427,28,1,1,0,0,0,2,1,1,1,6,5,7,2,0.5549,0,5,0,0.798598,5,13.32,66.6,0.0,46.62,5,66.6
Suburban Cash,10428,55,0,0,1,1,0,2,3,0,11,20,0,4,4,0.4506,0,0,0,0.013787,0,71.61,0.0,0.0,0.0,0,0.0
Urban Regulars,10429,35,1,0,0,0,0,2,1,1,1,6,3,4,1,0.6748,1,4,1,0.719629,4,7.36,29.44,4.42,16.19,4,29.44
Suburban Card,10430,28,0,0,0,0,1,1,1,0,9,8,6,0,-6,1.4555,0,6,0,0.061541,6,31.26,187.56,0.0,131.29,6,187.56
Urban Regulars,10431,26,1,0,0,0,0,2,2,5,5,14,8,0,-8,1.1001,1,0,1,0.9077,0,9.57,0.0,0.0,0.0,0,0.0
Suburban Card,10432,21,0,1,0,0,1,1,1,1,6,9,0,4,4,1.6192,1,4,0,0.209023,0,15.82,63.28,9.49,34.81,4,63.28
Airport Business,10433,24,1,0,0,1,1,2,1,5,1,9,12,7,-5,0.0987,1,7,0,0.776643,12,66.77,467.39,21.0,306.17,7,467.39
Urban Regulars,10434,22,1,1,0,0,0,2,1,1,2,13,6,9,3,0.8553,1,9,1,0.841086,9,12.01,108.09,16.21,59.45,9,108.09
Rain Riders,10435,25,1,0,1,0,1,2,1,4,4,8,6,17,11,0.5472,0,6,1,0.388441,17,19.6,117.6,0.0,82.32,6,117.6
Suburban Cash,10436,24,0,0,0,0,0,2,1,0,16,10,0,0,0,0.9562,0,0,0,0.173055,0,15.92,0.0,0.0,0.0,0,0.0
Urban Regulars,10437,24,1,1,0,0,0,2,1,8,6,11,8,14,6,0.9913,0,8,1,0.939319,14,16.14,129.12,0.0,90.38,8,129.12
Suburban Cash,10438,29,0,0,0,0,0,2,3,4,11,22,6,8,2,0.8699,0,6,0,0.546429,6,37.73,226.38,0.0,158.47,6,226.38
Suburban Cash,10439,33,0,0,0,0,1,2,1,0,13,17,5,5,0,0.4752,0,5,0,0.033205,5,17.83,89.15,0.0,62.4,5,89.15
Urban Regulars,10440,22,1,0,0,0,0,2,1,2,3,22,3,7,4,1.1606,1,7,0,0.880347,3,15.62,109.34,16.4,60.14,7,109.34
Rain Riders,10441,21,1,0,1,0,0,2,2,12,5,21,20,37,17,0.8329,0,20,0,0.898882,20,32.54,650.8,0.0,455.56,20,650.8
Urban Regulars,10442,34,1,0,0,0,1,2,2,5,3,9,12,16,4,0.116,1,16,1,0.612265,16,37.75,604.0,48.0,374.8,16,604.0
Suburban Card,10443,29,0,0,0,0,1,1,1,0,7,17,1,4,3,0.9872,1,4,0,0.067949,1,24.21,96.84,12.0,55.79,4,96.84
Suburban Card,10444,35,0,1,0,0,0,1,1,7,11,15,1,13,12,1.1436,1,13,1,0.572648,13,8.97,116.61,17.49,64.14,13,116.61
Urban Regulars,10445,24,1,0,0,0,0,2,1,5,3,20,8,24,16,1.004,0,8,0,0.929444,8,19.29,154.32,0.0,108.02,8,154.32
Rain Riders,10446,27,1,1,1,0,1,2,1,8,5,17,7,30,23,0.112,1,30,0,0.484291,7,38.54,1156.2,90.0,719.34,30,1156.2
Suburban Cash,10447,32,0,1,0,0,1,2,2,1,10,9,8,3,-5,1.0012,1,3,0,0.087037,8,20.45,61.35,9.0,33.94,3,61.35
Urban Regulars,10448,34,1,0,0,0,0,2,1,6,3,21,5,10,5,0.9715,1,10,1,0.892258,10,14.2,142.0,21.3,78.1,10,142.0
Rain Riders,10449,26,1,0,1,0,0,2,1,5,4,16,7,6,-1,0.7712,1,6,1,0.763125,6,19.64,117.84,17.68,64.81,6,117.84
Urban Regulars,10450,26,1,0,0,0,0,2,1,8,4,14,26,10,-16,0.829,0,26,1,0.941766,10,21.21,551.46,0.0,386.02,26,551.46
Urban Regulars,10451,23,1,0,0,0,0,2,2,5,4,0,14,26,12,0.643,0,14,1,0.927995,26,23.23,325.22,0.0,227.65,14,325.22
Suburban Cash,10452,24,0,1,0,0,0,2,2,2,6,6,0,20,20,1.418,0,0,1,0.59777,20,34.55,0.0,0.0,0.0,0,0.0
Suburban Cash,10453,35,0,1,0,0,0,2,1,7,14,14,2,6,4,0.912,1,6,1,0.51015,6,28.45,170.7,18.0,101.49,6,170.7
Urban Regulars,10454,29,1,0,0,0,0,2,3,8,2,11,23,10,-13,0.9938,1,10,1,0.940751,10,17.03,170.3,25.54,93.67,10,170.3
Urban Regulars,10455,28,1,1,0,0,0,1,1,4,4,6,8,11,3,0.8946,1,11,1,0.886927,11,10.95,120.45,18.07,66.24,11,120.45
Suburban Card,10456,41,0,0,0,1,0,1,1,8,13,20,10,11,1,0.5158,1,11,0,0.468022,10,57.62,633.82,33.0,410.67,11,633.82
Rain Riders,10457,27,1,0,1,1,1,1,4,0,2,9,2,7,5,0.2932,0,2,0,0.113946,2,63.42,126.84,0.0,88.79,2,126.84
Rain Riders,10458,25,1,1,1,0,0,2,2,1,5,11,1,8,7,1.8243,1,8,1,0.506969,8,8.06,64.48,9.67,35.47,8,64.48
Urban Regulars,10459,28,1,0,0,0,1,2,1,3,6,19,0,13,13,0.1875,1,13,1,0.540953,13,30.74,399.62,39.0,240.73,13,399.62
Suburban Cash,10460,31,0,0,0,0,1,2,1,1,9,8,0,7,7,0.6703,1,7,1,0.099373,7,10.66,74.62,11.19,41.04,7,74.62
Suburban Cash,10461,25,0,0,0,0,0,2,2,3,7,10,0,5,5,0.9547,1,5,0,0.632591,0,33.99,169.95,15.0,103.96,5,169.95
Suburban Card,10462,42,0,0,0,0,0,1,1,0,14,3,0,2,2,1.6194,0,0,0,0.074849,0,17.14,0.0,0.0,0.0,0,0.0
Urban Regulars,10463,24,1,0,0,0,0,2,1,5,3,15,16,11,-5,0.9646,0,16,1,0.929444,11,8.9,142.4,0.0,99.68,16,142.4
Suburban Cash,10464,32,0,0,0,0,1,2,1,1,9,18,6,1,-5,1.0746,0,6,0,0.093949,6,30.44,182.64,0.0,127.85,6,182.64
Rain Riders,10465,25,1,1,1,0,0,2,1,3,1,20,21,3,-18,1.1103,0,21,1,0.744725,3,21.75,456.75,0.0,319.72,21,456.75
Suburban Card,10466,44,0,0,0,0,0,1,1,14,13,22,5,4,-1,0.6754,0,5,0,0.551404,5,7.36,36.8,0.0,25.76,5,36.8
Urban Regulars,10467,25,1,1,0,0,0,2,2,5,4,20,0,10,10,1.0329,1,10,1,0.919237,10,6.43,64.3,9.64,35.37,10,64.3
Urban Regulars,10468,35,1,0,0,0,1,2,2,2,4,9,0,4,4,0.217,1,4,1,0.402266,4,15.98,63.92,9.59,35.15,4,63.92
Rain Riders,10469,24,1,1,1,0,0,2,1,0,4,11,0,3,3,2.0767,0,0,0,0.369889,0,12.57,0.0,0.0,0.0,0,0.0
Rain Riders,10470,30,1,1,1,0,0,2,1,3,2,6,12,14,2,0.2862,1,14,0,0.662843,12,9.77,136.78,20.52,75.23,14,136.78
Urban Regulars,10471,26,1,1,0,0,0,1,1,20,2,20,23,21,-2,0.6591,1,21,1,0.978442,21,12.99,272.79,40.92,150.03,21,272.79
Urban Regulars,10472,22,1,1,0,0,0,2,1,4,7,12,8,2,-6,0.8631,1,2,1,0.898482,2,18.4,36.8,5.52,20.24,2,36.8
Suburban Cash,10473,45,0,0,0,0,1,2,3,3,6,19,8,13,5,0.3152,1,13,0,0.107619,8,14.96,194.48,29.17,106.97,13,194.48
Suburban Cash,10474,28,0,0,0,0,1,2,1,3,9,9,12,7,-5,0.5536,1,7,1,0.212304,7,20.39,142.73,21.0,78.91,7,142.73
Rain Riders,10475,25,1,0,1,0,0,2,1,4,5,0,10,7,-3,0.721,1,7,1,0.723544,7,23.51,164.57,21.0,94.2,7,164.57
Urban Regulars,10476,28,1,0,0,0,0,2,1,4,3,20,0,13,13,1.1158,1,13,0,0.895083,0,10.23,132.99,19.95,73.14,13,132.99
Rain Riders,10477,23,1,0,1,0,1,2,1,3,7,7,1,1,0,0.3724,1,1,0,0.308067,1,15.4,15.4,2.31,8.47,1,15.4
Urban Regulars,10478,24,1,0,0,0,0,2,1,6,3,16,11,15,4,0.2897,0,11,1,0.93908,15,19.65,216.15,0.0,151.3,11,216.15
Urban Regulars,10479,26,1,1,0,0,0,2,2,6,2,21,12,20,8,1.063,0,12,1,0.936737,20,10.98,131.76,0.0,92.23,12,131.76
Suburban Card,10480,24,0,0,1,0,1,1,1,0,9,17,0,4,4,1.0297,1,4,0,0.024699,0,33.94,135.76,12.0,83.03,4,135.76
Suburban Cash,10481,34,0,0,0,0,1,2,1,2,12,8,6,7,1,0.5412,0,6,0,0.097153,6,13.89,83.34,0.0,58.34,6,83.34
Urban Regulars,10482,22,1,0,0,0,0,2,1,3,0,21,10,19,9,0.7569,0,10,1,0.926973,19,25.92,259.2,0.0,181.44,10,259.2
Suburban Cash,10483,38,0,1,1,0,0,2,1,0,14,13,1,8,7,1.6225,0,1,1,0.030297,8,9.19,9.19,0.0,6.43,1,9.19
Suburban Card,10484,42,0,1,0,0,0,1,1,6,14,12,0,2,2,1.1588,0,0,0,0.370406,0,12.73,0.0,0.0,0.0,0,0.0
Urban Regulars,10485,31,1,0,0,0,1,2,1,8,7,8,13,20,7,0.1762,1,20,0,0.672733,13,22.4,448.0,60.0,253.6,20,448.0
Suburban Cash,10486,40,0,0,0,0,0,2,1,5,17,21,6,7,1,0.6431,1,7,1,0.306734,7,10.73,75.11,11.27,41.31,7,75.11
Rain Riders,10487,26,1,1,1,0,1,2,1,3,6,18,11,9,-2,0.3504,1,9,0,0.286682,11,26.57,239.13,27.0,140.39,9,239.13
Rain Riders,10488,22,1,0,1,0,0,2,1,9,5,0,7,24,17,0.4765,0,7,1,0.86474,24,11.24,78.68,0.0,55.08,7,78.68
Suburban Card,10489,42,0,1,0,0,1,1,2,0,18,18,2,0,-2,1.5576,1,0,0,0.012735,2,55.25,0.0,0.0,0.0,0,0.0
Suburban Cash,10490,29,0,0,0,0,0,2,1,5,8,20,8,2,-6,0.5326,0,8,0,0.651173,8,66.75,534.0,0.0,373.8,8,534.0
Urban Regulars,10491,27,1,0,0,0,1,2,1,1,3,19,2,0,-2,0.2951,1,0,0,0.443159,2,34.37,0.0,0.0,0.0,0,0.0
Rain Riders,10492,23,1,0,1,0,0,2,1,4,4,16,9,14,5,0.4552,0,9,0,0.763217,9,24.18,217.62,0.0,152.33,9,217.62
Suburban Cash,10493,26,0,0,1,0,1,2,2,2,10,19,0,15,15,0.5764,0,0,0,0.059292,0,24.78,0.0,0.0,0.0,0,0.0
Rain Riders,10494,28,1,0,1,1,1,2,1,1,0,8,10,7,-3,0.1773,0,10,0,0.22471,10,134.96,1349.6,0.0,944.72,10,1349.6
Suburban Cash,10495,33,0,0,0,0,0,2,1,4,19,3,0,0,0,0.8186,1,0,0,0.324224,0,34.93,0.0,0.0,0.0,0,0.0
Suburban Card,10496,24,0,0,0,0,0,1,1,4,12,20,7,12,5,0.9468,0,7,1,0.601783,12,15.34,107.38,0.0,75.17,7,107.38
Urban Regulars,10497,25,1,0,0,0,0,2,1,3,5,20,15,12,-3,1.6191,1,12,1,0.873758,12,36.07,432.84,36.0,266.99,12,432.84
Suburban Cash,10498,50,0,1,0,0,1,2,1,2,8,9,0,5,5,0.9391,0,0,0,0.052784,0,32.03,0.0,0.0,0.0,0,0.0
Suburban Card,10499,37,0,0,0,0,1,1,1,0,8,19,0,4,4,0.9853,0,0,0,0.039177,0,34.75,0.0,0.0,0.0,0,0.0
